left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
mta,0.35037696,0.32815182,0.39140087,0.49249005,0.53997344,0.39925042,0.56900537,0.54028267,0.4570303,0.5272396,0.40882516,0.5228386,0.47877035,0.36895594,0.2976927,0.600487,0.56108284,0.2928211,0.39497325,0.3489793
mtb,0.5791149,0.23007676,0.3552549,0.41197744,0.3491075,0.26170605,0.40250129,0.14576197,0.22563073,0.25143456,0.25581917,0.41742706,0.19575268,0.2562675,0.3817641,0.2561704,0.2834187,0.42753682,0.5475018,0.39337644
mtr,0.39607188,0.33807278,0.6663383,0.39774853,0.41773233,0.46942574,0.3197617,0.4599178,0.5553163,0.6545367,0.5050067,0.4729092,0.38394636,0.3053053,0.43925995,0.43953592,0.15328586,0.44272286,0.47327158,0.18440601
mts,0.33019057,0.32990202,0.45877662,0.31661296,0.38172084,0.48260772,0.40132827,0.485615,0.32686186,0.6085725,0.30248925,0.49636397,0.2224094,0.333888,0.3168302,0.40294692,0.32505697,0.40710348,0.39185414,0.27331975
mua,0.47754148,0.32417455,0.5536579,0.5452014,0.3866468,0.49796838,0.47918683,0.52408737,0.23945057,0.37499672,0.45683786,0.34333318,0.17055428,0.7487607,0.57430154,0.36729413,0.6502665,0.23046452,0.31832305,0.46884865
muh,0.09991287,0.28670374,0.48357525,0.3866189,0.4886619,0.7437223,0.52301705,0.6158749,0.5877059,0.23329589,0.21277295,0.2653078,0.538594,0.51178026,0.549546,0.54779255,0.50435567,0.49849844,0.55497897,0.29341274
muj,0.52318394,0.41701138,0.6542125,0.31676856,0.65929204,0.26224506,0.5506874,0.6188611,0.4740115,0.46333742,0.32278115,0.29469192,0.44142526,0.3974384,0.4158997,0.5910668,0.51689607,0.5623356,0.6366437,0.31443185
mvd,0.5234319,0.49798754,0.47652888,0.4954257,0.5365222,0.4906236,0.42734843,0.3979727,0.4506074,0.4615441,0.394731,0.42878768,0.60565126,0.4492588,0.5636375,0.3961742,0.46517676,0.55416816,0.6715672,0.24679416
mve,0.29740226,0.42044273,0.4470163,0.28129187,0.23272607,0.36357656,0.33168328,0.2592278,0.47870845,0.57943225,0.18929432,0.43294543,0.2978415,0.3358978,0.34775913,0.3765759,0.3068059,0.20272447,0.34376705,0.39723378
mvs,0.33566105,0.2927666,0.44013706,0.3575665,0.22676508,0.6377078,0.45016146,0.4439712,0.4925065,0.46817112,0.34977657,0.45433784,0.21879281,0.35621125,0.24835873,0.6301683,0.30773026,0.30382168,0.26927152,0.46269628
mwd,0.40398586,0.21257216,0.32637924,0.55513513,0.22076479,0.498291,0.33785138,0.3400725,0.2363335,0.41182527,0.46524656,0.29181382,0.41281575,0.20480618,0.2923163,0.4634907,0.34191105,0.4444617,0.17806184,0.4110665
mwg,0.39464715,0.31654954,0.51790166,0.37737104,0.49342102,0.5102004,0.491315,0.479601,0.27490863,0.43726847,0.38356942,0.34514982,0.5304927,0.22858533,0.5579827,0.47634128,0.467308,0.36181343,0.45331016,0.49146706
mwh,0.37524426,0.2986459,0.38298875,0.34932807,0.39225954,0.46025088,0.38378093,0.248727,0.31253844,0.26826978,0.55652845,0.64227104,0.24168552,0.32195735,0.34406936,0.49522227,0.65009433,0.39269793,0.3279302,0.44700682
mws,0.29111323,0.32816082,0.5260676,0.5482505,0.33292136,0.2661308,0.5629579,0.58241177,0.38610792,0.40010092,0.4930571,0.5129746,0.51352763,0.53853714,0.4480734,0.34150344,0.5324052,0.41666245,0.48062897,0.54445887
mxk,0.29200628,0.43137845,0.3507377,0.45656186,0.3750503,0.50181186,0.4097599,0.3900174,0.53649324,0.36482513,0.256797,0.19322869,0.6111274,0.48027778,0.4802988,0.31723988,0.46297732,0.41617584,0.31638885,0.35778052
mxs,0.6376509,0.4142061,0.16923714,0.4680632,0.6054059,0.5261754,0.3895418,0.45196354,0.3170396,0.62724674,0.5177884,0.30369967,0.36522546,0.45487082,0.71520627,0.48843983,0.35482505,0.5571686,0.21145892,0.27347106
myg,0.4766692,0.51754355,0.5277698,0.59051466,0.4337343,0.4225039,0.43371707,0.46032608,0.34770897,0.4658159,0.53216994,0.36168957,0.4960684,0.43817493,0.42839843,0.40812892,0.6067672,0.36917487,0.4237219,0.34767717
mym,0.6248676,0.34526992,0.35103342,0.274003,0.45757088,0.46873194,0.5570909,0.43533212,0.3656099,0.50326717,0.52409077,0.4915096,0.5453013,0.61840236,0.56145453,0.40744632,0.23048195,0.45402855,0.40792802,0.55568165
myn,0.33346105,0.090825856,0.24366534,0.52355665,0.24378347,0.36515218,0.22779137,0.27529174,0.3177275,0.45754597,0.32774034,0.26194268,0.2833153,0.6129587,0.7551448,0.28771517,0.6144885,0.24638978,0.52001655,0.33906335
mzk,0.5305238,0.28637028,0.36965856,0.44448382,0.28432637,0.2562005,0.29785594,0.5174009,0.3971978,0.39281034,0.45458335,0.5806434,0.5909472,0.36302,0.7061085,0.52649355,0.45344925,0.5001761,0.17904079,0.39972028
mzl,0.6599114,0.5064508,0.52832437,0.4309014,0.32443562,0.39217532,0.35083973,0.3355755,0.2324932,0.45345384,0.28529108,0.30281907,0.49493593,0.48718464,0.53031105,0.3677631,0.49943072,0.5986978,0.34780467,0.531775
mzp,0.49074504,0.5694051,0.41480026,0.5651309,0.40715474,0.39641562,0.6779689,0.42783266,0.44580525,0.44481552,0.5482732,0.340326,0.43090272,0.49693483,0.46346146,0.5488529,0.6156038,0.40063995,0.7385261,0.60126364
naj,0.2487188,0.19971563,0.2495496,0.18237045,0.29014197,0.18432724,0.5296215,0.3264569,0.31296527,0.5515881,0.56275004,0.38811782,0.49722278,0.6088048,0.42146862,0.4645287,0.63825554,0.42375544,0.5857128,0.5844741
nat,0.52367723,0.38005972,0.3562516,0.4185165,0.4227897,0.59311324,0.59771156,0.593786,0.4846722,0.40401113,0.3748057,0.44696856,0.2272462,0.4602724,0.47107416,0.39146304,0.400145,0.52985704,0.36671948,0.5366044
nbb,0.2817475,0.44675297,0.42733115,0.32264844,0.5300404,0.48567188,0.34736353,0.3931452,0.56062967,0.29719758,0.38020897,0.59608686,0.4707241,0.32449275,0.45331204,0.61539555,0.58932394,0.43540135,0.35652632,0.39753735
nbu,0.52945375,0.2641462,0.52472556,0.50294274,0.5136132,0.35893136,0.6004065,0.35289842,0.1303153,0.5709772,0.7903421,0.42445362,0.48499042,0.58021873,0.44014534,0.35083735,0.5848049,0.4096944,0.5396771,0.7014128
nch,0.74053407,0.5494956,0.7064296,0.4714507,0.5758547,0.55906665,0.42726767,0.4759733,0.5042417,0.47296947,0.4369457,0.49506298,0.56246233,0.7423003,0.6111057,0.6606387,0.5827847,0.51131755,0.7361069,0.51306945
ndq,0.36126077,0.4997017,0.60156554,0.59824145,0.43444794,0.50363183,0.6311423,0.56290436,0.39740646,0.5470964,0.4560821,0.60273516,0.65035486,0.24510475,0.6741066,0.46226487,0.47624388,0.5051148,0.6825595,0.6516315
ndu,0.47732687,0.37326184,0.37084,0.24664232,0.49421763,0.56184685,0.33454022,0.56525165,0.35675514,0.40619314,0.5411359,0.28861302,0.24886554,0.40516305,0.461555,0.28099847,0.5543837,0.5473282,0.46807498,0.52188236
nej,0.42875132,0.59690416,0.46566445,0.5625848,0.28898165,0.3728906,0.48383984,0.36308718,0.33032864,0.36858353,0.24539378,0.4774171,0.3885044,0.3908748,0.5104159,0.64225423,0.31637555,0.3191035,0.65768516,0.4412472
ney,0.39692974,0.49248883,0.3638365,0.37898085,0.49171895,0.522643,0.34046307,0.58043295,0.36459833,0.5432747,0.35493883,0.32560766,0.33733755,0.38488686,0.4423878,0.18924128,0.49105525,0.3545618,0.2970549,0.2899826
nfj,0.27601904,0.6526387,0.32828254,0.40841556,0.43696272,0.449688,0.48314217,0.55982494,0.33658272,0.3035493,0.39559072,0.5366176,0.71504104,0.48395455,0.5622773,0.4965137,0.31126744,0.31730157,0.25637347,0.4835925
nfk,0.57870257,0.43419647,0.48929763,0.1872714,0.45045957,0.4628334,0.63318664,0.5478163,0.44775814,0.5949383,0.6052847,0.54455805,0.5529027,0.44204938,0.5674037,0.542472,0.7504561,0.47824666,0.55754685,0.6082697
nfl,0.49026898,0.3788762,0.34699133,0.6582514,0.690634,0.68270946,0.42565054,0.5467866,0.32235795,0.45845038,0.43303505,0.4897494,0.6421472,0.47173998,0.51599246,0.49294633,0.6573195,0.33911186,0.58750665,0.47866702
nfq,0.46307835,0.64129126,0.51293117,0.41700226,0.6315322,0.42855966,0.2796111,0.59215933,0.33751738,0.29428777,0.36400124,0.38575363,0.49384588,0.67140937,0.36713612,0.6164646,0.41483656,0.3275721,0.40525275,0.5220564
nfv,0.28768894,0.384524,0.5732104,0.23559636,0.417875,0.54185474,0.48307648,0.5239488,0.4977839,0.47515678,0.31196606,0.5241822,0.53846353,0.4058463,0.2703512,0.46232432,0.53456634,0.43992293,0.39804974,0.3301369
nfy,0.36676347,0.41963792,0.32515875,0.5003912,0.35285592,0.39578265,0.4719937,0.3119223,0.5506792,0.41274622,0.36443102,0.30989975,0.29340315,0.54121983,0.42294744,0.58819306,0.5151019,0.2910015,0.2119725,0.5929488
ngb,0.4423787,0.689589,0.62571836,0.5566834,0.59563124,0.7209767,0.43723232,0.5134138,0.40672222,0.6919692,0.65303594,0.6503763,0.55367196,0.45365268,0.5243131,0.6019538,0.53574693,0.3559258,0.30495727,0.3687399
ngi,0.47146803,0.48487607,0.5579836,0.5166705,0.615633,0.56531215,0.3829658,0.39839196,0.66789293,0.3762592,0.5814348,0.47536856,0.4609411,0.47230804,0.5328132,0.46720243,0.58057356,0.4789804,0.369878,0.5996791
ngl,0.3509836,0.25138924,0.20239429,0.4304921,0.28745246,0.21335977,0.26537138,0.42711705,0.11937804,0.28414634,0.21224655,0.16335502,0.09739108,0.36776,0.13151446,0.46521577,0.32251978,0.33771095,0.37281555,0.40595523
ngp,0.47632262,0.2273346,0.52270186,0.4196432,0.37340426,0.33242822,0.33391905,0.3355784,0.50783896,0.4588771,0.4801869,0.37559566,0.2809831,0.65017205,0.5954659,0.3928858,0.34702832,0.27170497,0.17802987,0.1582417
ngr,0.39282846,0.3077889,0.3162842,0.44344112,0.3213272,0.47551215,0.64001113,0.5000147,0.32328665,0.43470278,0.5159105,0.6772181,0.38688928,0.65642166,0.51859045,0.36835524,0.514344,0.5854931,0.2714831,0.39852473
nhi,0.6218988,0.4623904,0.61282784,0.36940634,0.6767496,0.53577536,0.27540526,0.560894,0.45600533,0.60270095,0.2578086,0.6048274,0.6458887,0.6995947,0.434088,0.40538913,0.48745602,0.27621555,0.5030255,0.59051865
nhp,0.5296223,0.4283617,0.43324307,0.4448427,0.48528203,0.3651836,0.5168298,0.34379232,0.5465093,0.60516,0.5058881,0.3944913,0.4999255,0.48429167,0.14642785,0.40568155,0.2666878,0.26060903,0.39003265,0.5189623
nhq,0.47525936,0.40429866,0.40454403,0.46531838,0.57604206,0.40168476,0.64377,0.44100067,0.6133707,0.50400966,0.3551566,0.513811,0.5745108,0.46227172,0.340163,0.6478213,0.7004068,0.4380135,0.3259114,0.5232092
nhs,0.5233472,0.3533965,0.41898063,0.4273014,0.37847993,0.50772977,0.53380156,0.42371464,0.5765364,0.38614026,0.35523003,0.36051562,0.466941,0.5186257,0.5325195,0.48802078,0.5422517,0.3789419,0.38953304,0.5275063
nio,0.565722,0.64104086,0.31702816,0.7024778,0.56080675,0.6209985,0.5054033,0.47338253,0.4273067,0.51647544,0.53016305,0.49986637,0.39769465,0.36836985,0.597219,0.46348315,0.70604,0.4731241,0.48973808,0.6658278
nip,0.15328598,0.34965125,0.64007497,0.15625024,0.23333523,0.3007114,0.22816503,0.3386152,0.15549378,0.51780117,0.49668777,0.40667292,0.64334345,0.33982223,0.116419405,0.34561506,0.33499217,0.29779047,0.41884908,0.34800726
nit,0.59652543,0.42943448,0.46652725,0.47644165,0.2838864,0.5411627,0.5174159,0.4738671,0.4543678,0.4191843,0.35299784,0.45791548,0.27646697,0.38582805,0.46123332,0.5891874,0.3537538,0.27960834,0.4002377,0.23846145
niz,0.5157026,0.4840942,0.4617092,0.3812679,0.23289022,0.37238866,0.35318294,0.5692006,0.31651056,0.5997707,0.35050327,0.48846865,0.29980478,0.34726176,0.531132,0.5134617,0.42539755,0.44470578,0.3177506,0.596683
njn,0.36375585,0.2972038,0.26977327,0.4061907,0.40939912,0.44691354,0.46548784,0.5393778,0.35808045,0.40800953,0.5328527,0.3908133,0.3432496,0.27462563,0.31541488,0.16327573,0.48491442,0.727232,0.59033495,0.48502433
njq,0.3326208,0.17270382,0.4204648,0.14054137,0.3137283,0.36471415,0.34187883,0.36309958,0.11352936,0.30503637,0.40099707,0.1209827,0.25330958,0.52278167,0.24088988,0.44630712,0.23603265,0.2901387,0.19211589,0.36009464
nkt,0.7720616,0.53258586,0.5574703,0.49333835,0.36970615,0.67921543,0.48108324,0.7990723,0.55179965,0.510338,0.40625715,0.4357613,0.6378627,0.28226814,0.59150743,0.38201082,0.4846525,0.2008645,0.33807316,0.366788
nla,0.512247,0.47548288,0.49804074,0.49606794,0.45004192,0.55644375,0.6005287,0.60627866,0.49768436,0.36336857,0.5898039,0.5855127,0.5890716,0.39599252,0.33058828,0.4915284,0.6860674,0.5704689,0.54669774,0.47781765
nlf,0.22143915,0.5344578,0.59611285,0.54993284,0.50215495,0.29838818,0.6414862,0.4993921,0.40422726,0.521693,0.49567854,0.31708953,0.32755747,0.5022378,0.39567906,0.48888052,0.5919492,0.45560026,0.42059818,0.5226835
nli,0.4182263,0.41887152,0.47278875,0.37125945,0.32881683,0.25112617,0.18705589,0.36613128,0.24020134,0.43508232,0.38591892,0.30625713,0.41965786,0.5525976,0.40404248,0.5004208,0.51449215,0.46715066,0.39351404,0.20059386
nlp,0.38793856,0.41893208,0.39244258,0.44147924,0.406429,0.41830254,0.31223637,0.43942904,0.49382454,0.33271047,0.53191125,0.41972262,0.19531325,0.24753419,0.23151763,0.23675239,0.4383738,0.3122025,0.47603133,0.23733677
nml,0.44754314,0.52755886,0.5051036,0.47164658,0.46757656,0.43368596,0.3867805,0.62994725,0.65519786,0.60198194,0.51791847,0.61196285,0.38831836,0.4380917,0.65038276,0.23950474,0.5142139,0.4366708,0.6749768,0.6429004
nmr,0.5327576,0.5713041,0.60618126,0.60812104,0.56833017,0.5904697,0.47914204,0.36043045,0.34152117,0.43275315,0.59571266,0.33427095,0.50802195,0.5156574,0.4967662,0.45868242,0.6006416,0.27470183,0.5156609,0.46052408
nmt,0.31061685,0.6618053,0.45477057,0.52968335,0.57080746,0.29388773,0.5479173,0.5830772,0.5191686,0.5590015,0.5003927,0.45859966,0.43061268,0.3058713,0.2502393,0.5063824,0.46375927,0.31810805,0.38750625,0.5806441
nmz,0.16942874,0.7228233,0.24551202,0.41781583,0.63558364,0.41905928,0.32074893,0.45507413,0.4465967,0.40454054,0.20390302,0.46609533,0.6069619,0.38435066,0.61463815,0.68079233,0.68181956,0.3439082,0.4495327,0.7079375
nna,0.392214,0.53153825,0.3225859,0.214283,0.27311692,0.3882133,0.37667271,0.52688557,0.50656843,0.5619794,0.3468595,0.5176096,0.44461316,0.50708485,0.35114592,0.46101213,0.46855712,0.29790342,0.39085138,0.46760136
nnl,0.36662066,0.271111,0.32404065,0.4790428,0.49561402,0.6295432,0.24066556,0.4759048,0.49822754,0.5332011,0.5560768,0.40080118,0.47472346,0.25339162,0.48063338,0.3211758,0.55382776,0.27020818,0.25144875,0.2773159
nny,0.6269751,0.43561655,0.41821986,0.3865993,0.7466757,0.66188115,0.71452713,0.5778674,0.50708216,0.35321307,0.5333985,0.7709704,0.30049157,0.5142509,0.59077287,0.67036307,0.5362185,0.51702595,0.67254275,0.5861193
nnz,0.46622774,0.48623133,0.37673736,0.36644495,0.54592943,0.40739805,0.38621777,0.4149515,0.49672893,0.19687837,0.33886486,0.27077484,0.25651905,0.45164174,0.51926565,0.18432331,0.41273445,0.37859005,0.34913594,0.24902463
noc,0.549258,0.61604357,0.39099723,0.50013787,0.44328013,0.42381603,0.4407802,0.5687086,0.58407736,0.47822887,0.42931676,0.4904549,0.38169408,0.41863137,0.32202554,0.32635796,0.43495205,0.38296944,0.53392535,0.47870773
noj,0.32133755,0.6287528,0.57797587,0.31806213,0.5799745,0.36893648,0.21159652,0.65611565,0.2735342,0.4802963,0.55151534,0.43835372,0.397321,0.3826036,0.64856315,0.50104135,0.63571584,0.62769747,0.3726678,0.6856315
npf,0.43625832,0.52877605,0.3907696,0.2963544,0.5178112,0.31116247,0.39016014,0.4215033,0.32528937,0.54486006,0.45856848,0.4002116,0.28892505,0.26879197,0.18911622,0.61749387,0.49957144,0.42264372,0.3733062,0.634076
npp,0.3474997,0.6152275,0.50541544,0.64741546,0.4482542,0.44040215,0.2020311,0.3702011,0.5574726,0.36527714,0.44963092,0.36156017,0.48121423,0.26212966,0.45194462,0.4177282,0.37743962,0.54003936,0.34894294,0.5244524
npq,0.5602031,0.45934656,0.37866995,0.41806635,0.54912853,0.44839662,0.39814135,0.5800689,0.37539294,0.50245345,0.6038606,0.55126995,0.47413436,0.45957464,0.35403615,0.5797932,0.54655635,0.46156174,0.42182255,0.47595906
npz,0.43154162,0.4499761,0.33372453,0.45232958,0.4529851,0.4019642,0.3655675,0.4893268,0.744547,0.27266222,0.36634454,0.3414405,0.19606924,0.18908814,0.54183185,0.45992142,0.30331787,0.24132949,0.46962038,0.5912142
nqf,0.529868,0.17507485,0.45514882,0.28562957,0.29864174,0.2070494,0.29448575,0.23439755,0.57057965,0.33823493,0.34674674,0.2986899,0.36094198,0.13559479,0.2512596,0.36512887,0.18035172,0.43453622,0.4051347,0.42133227
nqg,0.5055236,0.5394801,0.43636948,0.38873154,0.50879204,0.37575674,0.3993112,0.29185936,0.43314373,0.64916724,0.2229757,0.4079285,0.43217194,0.47454312,0.35987616,0.5018517,0.27938175,0.77268046,0.4600703,0.34989882
nqx,0.27315924,0.35186645,0.51407194,0.60693586,0.2919584,0.33409387,0.206014,0.47323188,0.46316424,0.31292728,0.44381922,0.2985226,0.31655937,0.3558098,0.19755168,0.5655292,0.42997038,0.4017923,0.37562412,0.5730863
nra,0.26108766,0.12503228,0.48351443,0.5378895,0.5097181,0.3439061,0.3769859,0.33379787,0.42995888,0.4542755,0.6240918,0.50438726,0.23996952,0.18837368,0.19681494,0.21407655,0.36684334,0.3451082,0.36547238,0.3469805
nrm,0.36972722,0.60548705,0.4841276,0.591937,0.33153486,0.5573461,0.55192995,0.45572972,0.21508522,0.6320117,0.69033337,0.31614855,0.6400077,0.29934043,0.40377474,0.518386,0.3788976,0.5317519,0.50276715,0.456248
nro,0.34316176,0.31447515,0.27621952,0.2475915,0.17035733,0.25099623,0.313076,0.48978892,0.3775084,0.35752472,0.22168274,0.3098604,0.23887925,0.37476355,0.25791276,0.39211833,0.30678952,0.32854545,0.43117404,0.38543767
nsh,0.662379,0.4456345,0.44243217,0.69611776,0.5763383,0.5608964,0.53725433,0.29775175,0.44098672,0.38382193,0.33846283,0.3468666,0.48392543,0.5285219,0.5811596,0.4625153,0.21131617,0.5910904,0.5953772,0.26554757
nsm,0.4542156,0.48353243,0.27467415,0.32537997,0.47112212,0.4800767,0.41845685,0.5119707,0.28460485,0.5681337,0.22239721,0.5156476,0.38399935,0.32480878,0.49155456,0.341299,0.4807044,0.24922617,0.5427638,0.42529222
ntr,0.4752711,0.23461962,0.5445122,0.76818025,0.46589538,0.4357343,0.56234366,0.2757294,0.29016304,0.31905496,0.39535278,0.17292511,0.37457687,0.6670613,0.73502976,0.39286864,0.29258218,0.43379375,0.30541453,0.2533695
nud,0.35557833,0.4644937,0.6102635,0.3192291,0.6968317,0.44490832,0.30361718,0.34623772,0.23991263,0.6187688,0.5357077,0.5991955,0.39491212,0.57453346,0.26164246,0.4594098,0.6271764,0.45269933,0.63046557,0.39801747
nvi,0.47066438,0.47631925,0.74056387,0.6996374,0.5636475,0.40664762,0.52955055,0.41626334,0.59256375,0.5347581,0.36977565,0.42682534,0.5792006,0.404392,0.39183807,0.6125873,0.49743456,0.38971347,0.64867795,0.39114138
nwb,0.39465463,0.33538586,0.32945985,0.3604616,0.2968205,0.29897898,0.31700665,0.5289512,0.34362572,0.48259404,0.38929468,0.2761188,0.27109408,0.33571124,0.46649864,0.6219315,0.42889917,0.33754498,0.23491977,0.3912166
nwi,0.31832138,0.26929042,0.19373009,0.5106305,0.42901307,0.45648754,0.33208013,0.24226251,0.42643338,0.46003297,0.39671785,0.28800604,0.5220995,0.38187385,0.44729024,0.32059464,0.41901088,0.30462426,0.4153213,0.51412123
nwj,0.46578747,0.54460955,0.5911865,0.36556098,0.4614228,0.36413473,0.47741312,0.42244488,0.398076,0.473781,0.4292547,0.38348567,0.28607535,0.59073704,0.5170253,0.44344226,0.3219014,0.43366835,0.36605233,0.51144767
nwk,0.32761228,0.4437853,0.26647422,0.3807596,0.46819213,0.36106607,0.24821632,0.6045991,0.52304566,0.4288829,0.39365426,0.57824504,0.40292436,0.42134923,0.42928326,0.51616675,0.46938097,0.36085337,0.7083237,0.44046527
nxb,0.32982212,0.361798,0.49995285,0.392561,0.4775803,0.4924076,0.46611917,0.34264,0.43082073,0.4581957,0.29250026,0.30807143,0.42613646,0.3827783,0.21965988,0.29037428,0.5425972,0.47129393,0.37098077,0.44088066
nxh,0.521854,0.33489385,0.49798283,0.16769353,0.7656616,0.67532295,0.25937662,0.2938409,0.23431674,0.15352753,0.3872971,0.43687958,0.61104953,0.5545032,0.35289308,0.3876248,0.30919963,0.55298316,0.3238942,0.51418424
nxo,0.5401486,0.31507546,0.47180897,0.66912407,0.47373894,0.47098,0.55116284,0.46367356,0.5642484,0.49100572,0.58988994,0.4208354,0.5045713,0.42501515,0.5358013,0.41211215,0.5774691,0.48714045,0.27027944,0.34536165
nyd,0.30004716,0.25731912,0.3727574,0.55454385,0.34640282,0.38407755,0.4808796,0.46553278,0.39197278,0.32990175,0.302684,0.42719084,0.25467002,0.19374627,0.4464263,0.31291962,0.36186743,0.13515626,0.33199492,0.46041477
nyr,0.3692473,0.6890109,0.4709703,0.39739224,0.46445757,0.3158743,0.48923412,0.37191564,0.13345434,0.35389012,0.3533303,0.31577295,0.51176864,0.06398482,0.2292488,0.5613586,0.25651187,0.29549563,0.33994624,0.32826087
nys,0.16685954,0.5426573,0.3523385,0.45778376,0.40317088,0.38751486,0.40425253,0.34637028,0.27564114,0.43670252,0.07917956,0.38464338,0.37358958,0.530697,0.40153632,0.67343056,0.32827199,0.3515216,0.57701266,0.17437463
nyt,0.43726242,0.457628,0.38630888,0.5121369,0.40356994,0.4994113,0.40473562,0.6038703,0.36946124,0.42401797,0.3940274,0.37281695,0.5198894,0.5454905,0.35745215,0.44418147,0.5318281,0.43121752,0.50583744,0.46548814
nyy,0.44703984,0.65821826,0.5326679,0.33028048,0.48226297,0.6466569,0.40151972,0.46802866,0.5281244,0.47683835,0.44075155,0.3902517,0.3793464,0.3718479,0.27495533,0.33679387,0.36868235,0.44222495,0.39626205,0.32700133
nyz,0.40063867,0.3882668,0.4258452,0.34829435,0.51223814,0.28190532,0.53377867,0.41261637,0.32187676,0.4372962,0.22504507,0.36765766,0.44468248,0.35058123,0.447591,0.3876639,0.46701205,0.3809181,0.4101143,0.55996037
nzb,0.48725414,0.462934,0.31110132,0.6618478,0.36936247,0.37023297,0.28745443,0.5082563,0.3547375,0.390026,0.22678873,0.38597476,0.65270597,0.5526106,0.61369884,0.33257675,0.35849255,0.35384145,0.3424788,0.28292304
nzw,0.5167697,0.4454882,0.4234113,0.29412425,0.29560456,0.31530356,0.41639775,0.51875985,0.45893925,0.3796889,0.2623356,0.54301655,0.3198064,0.37275392,0.3826707,0.35354015,0.47354108,0.3511261,0.45112467,0.49614763
oad,0.20442161,0.32402334,0.3690675,0.6185292,0.37840846,0.30654758,0.27333903,0.24730718,0.5667337,0.33704033,0.28840297,0.34542978,0.4460233,0.24504991,0.34958392,0.48572952,0.3523733,0.29698795,0.34080502,0.3683433
obc,0.3977474,0.2879591,0.57403994,0.4762602,0.3981982,0.45575848,0.38166788,0.534427,0.5368119,0.71796775,0.37382275,0.5533391,0.49713844,0.38555282,0.50305104,0.54530144,0.32514995,0.6618362,0.6120476,0.5456055
obj,0.23405659,0.38836616,0.2594048,0.33684868,0.42311215,0.37980536,0.39644906,0.54497683,0.45535642,0.41907418,0.5341978,0.36460993,0.2986977,0.5555638,0.50311905,0.4854226,0.38406047,0.38327867,0.27135605,0.40614134
obx,0.44905382,0.45443314,0.25129396,0.22936782,0.39601988,0.27115571,0.4800297,0.66713244,0.45793125,0.54801947,0.48439738,0.42992944,0.50916016,0.5264709,0.45807242,0.32718408,0.2785554,0.2303997,0.5249983,0.40417612
oby,0.67865145,0.46484315,0.4173015,0.42623034,0.2777791,0.14296818,0.21224312,0.5963839,0.29601318,0.33955646,0.5091365,0.30025148,0.4543208,0.25825435,0.4901166,0.24198037,0.3691337,0.42179495,0.47473362,0.22635946
ocj,0.37113273,0.5620079,0.3751173,0.56790686,0.479899,0.34448755,0.5387275,0.45241702,0.49263716,0.28689545,0.36940438,0.5783996,0.42921802,0.47847337,0.40492427,0.39514595,0.4093259,0.5449201,0.34377924,0.6314509
ocs,0.483063,0.55685467,0.62037253,0.4025756,0.32701468,0.48795825,0.56678116,0.4938975,0.5759437,0.39193183,0.56407124,0.7304587,0.34464812,0.6712134,0.3599397,0.29186523,0.59755456,0.3137612,0.4751522,0.4397722
oda,0.33710426,0.5212508,0.4664259,0.114954874,0.5941211,0.18140359,0.4469477,0.36375055,0.5095408,0.44803515,0.7175396,0.6660917,0.3546067,0.3217287,0.5638884,0.185767,0.40473562,0.36740923,0.30791605,0.5385407
odo,0.51501304,0.4768895,0.49473727,0.31054822,0.29331335,0.6093535,0.4671402,0.51407915,0.7249694,0.49742886,0.52936596,0.4318554,0.34335136,0.22723468,0.3739286,0.26063174,0.49724093,0.5394926,0.2908951,0.220956
oei,0.5272021,0.32799107,0.31812108,0.25134954,0.36986154,0.48970163,0.41928917,0.37968826,0.58950645,0.4677724,0.3851571,0.49015588,0.46358857,0.5663717,0.4811553,0.34657076,0.37147605,0.47489774,0.5915793,0.27710932
oek,0.22989258,0.34889537,0.53011334,0.367015,0.43433392,0.56299156,0.43111718,0.35739064,0.46217802,0.5887516,0.61966324,0.6054348,0.44510785,0.34256646,0.64947987,0.7055497,0.4679389,0.31708604,0.4425033,0.24540016
oem,0.48730487,0.35440394,0.5662339,0.27188814,0.51785785,0.47010064,0.20353985,0.18181296,0.1945796,0.19392659,0.4727701,0.17219129,0.37133485,0.30615884,0.4736438,0.2068094,0.37597883,0.2682139,0.2859094,0.15862736
oer,0.397155,0.38335192,0.37127018,0.58928573,0.19677508,0.42615074,0.33103207,0.24849851,0.30489796,0.620176,0.45165554,0.43750915,0.36637267,0.18402633,0.60091233,0.53651494,0.27707058,0.22860853,0.38767856,0.25489765
ofc,0.5951154,0.7147634,0.52425563,0.787741,0.50862974,0.30412424,0.49950048,0.49346593,0.28660095,0.4993595,0.380502,0.46770144,0.59451425,0.3006375,0.5244038,0.39996338,0.5725958,0.49115658,0.5692358,0.4898125
ofw,0.6922022,0.61844355,0.2920565,0.4079788,0.42754078,0.49296087,0.56568277,0.5060648,0.6164372,0.36674193,0.5297838,0.39830247,0.6024897,0.32451952,0.32552633,0.52202404,0.29582012,0.5393256,0.50079244,0.67890275
ofx,0.49516052,0.3714618,0.38985682,0.4534091,0.32876125,0.40136158,0.44988555,0.3089137,0.37969688,0.58099294,0.29958433,0.40448484,0.48204488,0.31314656,0.19398642,0.18300651,0.3117327,0.5402689,0.22529352,0.29807585
